url,page_type,status_code,title,content_chars,error
https://wareed.com.sa/hemoglobin-a1c-hba1c-test/,test_page,200,تحليل السكر التراكمي | مختبرات وريد الطبية – فحص دقيق لمتابعة السكري,185,
https://wareed.com.sa/phosphorus-test/,test_page,200,تحليل الفسفور في الدم | مختبرات وريد الطبية,697,
https://wareed.com.sa/ovulation-hormone-1/,general_page,200,تحليل FSH (هرمون التحفيز المنبه للجريب) – فحص الخصوبة للنساء والرجال,1576,
https://wareed.com.sa/estradiol-hormone/,general_page,200,تحليل هرمون اللاستراديول – دقة وموثوقية في مختبرات وريد الطبية,1057,
https://wareed.com.sa/ovulation-hormone-2/,general_page,200,تحليل هرمون التبويض – دقة وموثوقية في مختبرات وريد الطبية,1432,
https://wareed.com.sa/allergy-test/,test_page,200,تحليل الحساسية | مختبرات وريد الطبية – اكتشف مسببات الحساسية بدقة,1261,
https://wareed.com.sa/free-psa-test/,test_page,200,تحليل هرمون البروستات الحر – دقة وموثوقية في مختبرات وريد الطبية,1297,
https://wareed.com.sa/calcium-test/,test_page,200,تحليل الكالسيوم في الدم – فحص دقيق لصحة العظام | مختبرات وريد الطبية,1342,
https://wareed.com.sa/creatinine-test/,test_page,200,تحليل الكرياتينين – فحص وظائف الكلى بدقة | مختبرات وريد الطبية,1728,
https://wareed.com.sa/iron-transport-test/,test_page,200,تحليل ناقل الحديد - مختبرات وريد الطبية,1429,
https://wareed.com.sa/vitamin-c/,general_page,200,تحليل فيتامين C - مختبرات وريد الطبية,1261,
https://wareed.com.sa/cholestrol-2/,general_page,200,تحليل الكوليسترول - مختبرات وريد الطبية,916,
https://wareed.com.sa/uricacid-2/,general_page,200,تحليل النقرس - مختبرات وريد الطبية,1519,
https://wareed.com.sa/rbs-2/,general_page,200,تحليل سكر الدم - مختبرات وريد الطبية,2084,
https://wareed.com.sa/cea-2/,general_page,200,تحليل كاشف الأورام في القناة الهضمية - مختبرات وريد الطبية,1783,
https://wareed.com.sa/testofree/,test_page,200,تحليل هرمون التستوستيرون الحر في الدم – أهميته ونتائجه,2507,
https://wareed.com.sa/magnesium-2/,general_page,200,تحليل المغنيسيوم - مختبرات وريد الطبية,563,
https://wareed.com.sa/b9/,general_page,200,تحليل فيتامين B9 (الفوليت) - مختبرات وريد الطبية,1494,
https://wareed.com.sa/ldl/,general_page,200,تحليل الكوليسترول الضار ( تحليل LDL ) | فحص دهون الدم في مختبرات وريد الطبية,1083,
https://wareed.com.sa/hdi/,general_page,200,تحليل الكوليسترول النافع - مختبرات وريد الطبية,613,
https://wareed.com.sa/zenk/,general_page,200,تحليل الزنك – مختبرات وريد الطبية | فحص دقيق لمستوى الزنك في الدم,1088,
https://wareed.com.sa/cbc-test/,test_page,200,تحليل صورة الدم الكاملة CBC – مختبرات وريد الطبية,1722,
https://wareed.com.sa/%d8%aa%d8%ad%d9%84%d9%8a%d9%84-%d9%81%d9%8a%d8%aa%d8%a7%d9%85%d9%8a%d9%86-%d8%af/,general_page,200,تحليل فيتامين د – مختبرات وريد الطبية | نتائج دقيقة وسريعة,706,
https://wareed.com.sa/uria/,general_page,200,تحليل اليوريا – اختبار وظائف الكلى | مختبرات وريد الطبية,1168,
https://wareed.com.sa/ans/,general_page,200,تحليل معدل الأنسولين – مختبرات وريد الطبية | دقة عالية وخدمة منزلية,1141,
https://wareed.com.sa/testosterone/,test_page,200,تحليل هرمون التستوستيرون الكلي – مختبرات وريد الطبية,1523,
https://wareed.com.sa/digital-pregnancy-test/,test_page,200,تحليل الحمل الرقمي | مختبرات وريد الطبية,1614,
https://wareed.com.sa/homocysteine/,general_page,200,تحليل الهوموسيستين – اكتشف خطر أمراض القلب بنسبة دقة تصل إلى 99%,1782,
https://wareed.com.sa/semenanalysisdetails/,test_page,200,تحليل السائل المنوي بالكمبيوتر | مختبرات وريد الطبية,1689,
https://wareed.com.sa/foodalleroydetails/,general_page,200,تحليل حساسية الطعام – اكتشف المحفزات الغذائية بدقة | مختبرات وريد الطبية,1977,
https://wareed.com.sa/foodprint/,general_page,200,تحليل البصمة الغذائية | مختبرات وريد الطبية – اكتشف ما يناسب جسمك,1517,
https://wareed.com.sa/fbs/,general_page,200,تحليل سكر الصائم (FBS) – فحص دقيق لمستوى الجلوكوز | مختبرات وريد الطبية,1572,
https://wareed.com.sa/insulin-resistance/,general_page,200,تحليل مقاومة الأنسولين – احمِ نفسك واكتشف صحتك قبل السكري,855,
https://wareed.com.sa/ferrtin-2/,general_page,200,تحليل مخزون الحديد | مختبرات وريد الطبية,1175,
https://wareed.com.sa/t3/,general_page,200,تحليل هرمون الغدة الدرقية الحر T3 | مختبرات وريد الطبية,1968,
https://wareed.com.sa/pas/,general_page,200,تحليل هرمون البروستات الكلي (PSA) | مختبرات وريد الطبية,1155,
https://wareed.com.sa/afp-2/,general_page,200,تحليل كاشف الاورام في الكبد - مختبرات وريد الطبية,1468,
https://wareed.com.sa/tsh/,general_page,200,تحليل هرمون الغدة الدرقية | مختبرات وريد الطبية,1289,
https://wareed.com.sa/prolactin/,general_page,200,تحليل هرمون الحليب (البرولاكتين) – اكتشف السبب بدقة مع مختبرات وريد,985,
https://wareed.com.sa/individualtests/,test_page,200,التحاليل الفردية المخبرية – مختبرات وريد الطبية | فحوصات دقيقة حسب احتياجك,0,
https://wareed.com.sa/total-iron-binding-capacity/,general_page,200,تحليل السعة الكلية لارتباط الحديد (TIBC تحليل ): القيم الطبيعية وأسباب التغير,795,
https://wareed.com.sa/corrected-calcium/,general_page,200,تحليل الكالسيوم المصحح – فهم النتائج وتفسيرها بسهولة,2927,
https://wareed.com.sa/lactate-dehydrogenase/,general_page,200,تحليل LDH – فهم النتائج وأسباب الارتفاع والانخفاض,716,
https://wareed.com.sa/chloride-2/,general_page,200,تحليل الكلوريد في الدم | النسبة الطبيعية وأسباب الارتفاع أو الانخفاض,909,
https://wareed.com.sa/complement-protein-c4/,general_page,200,تحليل البروتين المتمم C4 | فحص صحة الجهاز المناعي,1304,
https://wareed.com.sa/peptide-c-level/,general_page,200,تحليل الببتيد سي | فحص C-Peptide لتقييم وظيفة البنكرياس ومستوى الإنسولين,1694,
https://wareed.com.sa/total-immunoglobulin-e-ige/,general_page,200,تحليل الجلوبولين المناعي الكلي E (IgE): أهميته، دلالاته، ونتائجه بالتفصيل,1080,
https://wareed.com.sa/transferrin-saturation-percentage/,general_page,200,تحليل نسبة تشبع الترانسفيرين: القيم الطبيعية وأسباب الارتفاع أو الانخفاض,710,
https://wareed.com.sa/total-protein/,general_page,200,تحليل البروتين الكلي: القيم الطبيعية، الأهمية، والأسباب الطبية,651,
https://wareed.com.sa/total-creatine-kinase/,general_page,200,تحليل CK – أسباب ارتفاعه وانخفاضه وتفسير النتائج,1098,
https://wareed.com.sa/wheat-allergy/,general_page,200,تحليل حساسية القمح – اكتشف إذا كان القمح يؤثر على صحتك,1866,
https://wareed.com.sa/cortisol/,general_page,200,تحليل الكورتيزول – اكتشف مستوى هرمون التوتر لديك بسهولة | استشارة طبيب مجانية,1529,
https://wareed.com.sa/fecalimmunochemical-detail/,general_page,200,تحليل FIT: اختبار الدم الخفي في البراز للكشف المبكر عن سرطان القولون,1786,
https://wareed.com.sa/%D8%AA%D8%AD%D9%84%D9%8A%D9%84-%D8%A7%D9%84%D9%83%D8%A7%D9%84%D8%A8%D8%B1%D9%88%D8%AA%D9%83%D8%AA%D9%8A%D9%86/,general_page,200,فحص Calprotectin في البراز: ما هو؟ ولماذا يُستخدم؟ | دليل شامل,2275,
https://wareed.com.sa/stds-pcr-details%20/,general_page,200,فحص STDs PCR بدقة عالية – اكتشف العدوى مبكرًا واطمئن على صحتك,3563,
https://wareed.com.sa/triglycerides-2/,general_page,200,تحليل الدهون الثلاثية | مختبرات وريد الطبية,1718,
https://wareed.com.sa/ast-2/,general_page,200,تحليل إنزيم الكبد 2 | مختبرات وريد الطبية,1752,
https://wareed.com.sa/alt/,general_page,200,تحليل إنزيمات الكبد 1 (تحليل ALT ) | مختبرات وريد الطبية,1716,
https://wareed.com.sa/igg/,general_page,200,تحليل IgG – كشف المناعة ضد الأمراض والفحص المبكر,2695,
https://wareed.com.sa/total-bilirubin/,general_page,200,تحليل البيليروبين الكلي: اعرف مستويات الكبد والصفراء بدقة,1394,
https://wareed.com.sa/lactic-acid-in-plasma/,general_page,200,تحليل اللاكتات في البلازما: ما هو، أهميته، وقراءة النتائج بدقة,866,
https://wareed.com.sa/alkaline-phosphatase/,general_page,200,تحليل الفوسفاتاز القلوي (ALP) | ما هو؟ ولماذا يُطلب هذا الفحص؟,1284,
https://wareed.com.sa/direct-bilirubin/,general_page,200,تحليل البيليروبين المباشر | ما هو؟ وماذا تعني النسبة المرتفعة؟,1051,
https://wareed.com.sa/creatinine-clearance/,general_page,200,تحليل تصفية الكرياتينين | فحص وظائف الكلى والنسبة الطبيعية,776,
https://wareed.com.sa/gamma-glutamyl-transferase/,general_page,200,تحليل جاما جلوتاميل ترانسفيراز (GGT) | فحص وظائف الكبد وأسباب ارتفاعه,724,
https://wareed.com.sa/total-fats/,general_page,200,تحليل الدهون الكلية في الدم | النسبة الطبيعية وأسباب الارتفاع,932,
https://wareed.com.sa/total-protein-in-urine/,general_page,200,تحليل البروتين الكلي في البول | النسبة الطبيعية وأسباب ارتفاع البروتين,847,
https://wareed.com.sa/sodium-2/,general_page,200,تحليل الصوديوم في الدم | النسبة الطبيعية وأسباب الارتفاع والانخفاض,737,
https://wareed.com.sa/complement-protein-c3/,general_page,200,تحليل البروتين المتمم C3 | دليلك لفحص صحة جهاز المناعة,1006,
https://wareed.com.sa/urine-copper/,general_page,200,تحليل النحاس في البول | فحص تراكم النحاس وتشخيص مرض ويلسون,2499,
https://wareed.com.sa/urea-nitrogen/,general_page,200,تحليل BUN | فحص وظائف الكلى ومراقبة مستويات اليوريا,2750,
https://wareed.com.sa/albumin-to-creatinine/,general_page,200,تحليل نسبة الألبومين إلى الكرياتين 2025: أهميته وطرق قراءة النتائج,1664,
https://wareed.com.sa/a-g-ratio/,general_page,200,تحليل نسبة الألبومين إلى الجلوبيولين : أهميته وقراءة النتائج بدقة,684,
https://wareed.com.sa/bicarbonate/,general_page,200,تحليل البيكربونات في الدم : أهميته ونتائجه الطبيعية ودلالاته الصحية,715,
https://wareed.com.sa/urea-nitrogen-to-creatinine-ratio/,general_page,200,تحليل نسبة الألبومين إلى الجلوبيولين: ما هو وماذا تكشف نتائجه عن صحتك,683,
https://wareed.com.sa/potassium-2/,general_page,200,تحليل البوتاسيوم في الدم: القيم الطبيعية، الأسباب الطبية، وتفسير النتائج,966,
https://wareed.com.sa/number-of-retinal-cells/,general_page,200,تحليل الخلايا الشبكية – Reticulocyte Count لتقييم إنتاج خلايا الدم الحمراء,364,
https://wareed.com.sa/platelet-count/,general_page,200,تحليل Platelet Count – فحص عدد الصفائح الدموية للكشف عن اضطرابات الدم,476,
https://wareed.com.sa/vitamin-e/,general_page,200,تحليل فيتامين E: أهميته، طريقة الفحص، وتفسير النتائج بدقة,513,
https://wareed.com.sa/troponin-1/,general_page,200,تحليل Troponin I للكشف عن الجلطات القلبية | الدليل الشامل والنتائج والتفسير,604,
https://wareed.com.sa/hydroxyprogesterone/,general_page,200,تحليل Hydroxyprogesterone | قياس هرمون البروجيستيرون بدقة,915,
https://wareed.com.sa/igg-rubella/,general_page,200,تحليل Rubella IgG – فحص المناعة ضد الحصبة الألمانية,640,
https://wareed.com.sa/thyroglobulin/,general_page,200,تحليل Thyroglobulin | فحص البروتين الدليلي للغدة الدرقية,691,
https://wareed.com.sa/shbg/,general_page,200,تحليل SHBG | قياس بروتين ربط الهرمونات الجنسية بدقة,652,
https://wareed.com.sa/resonance-in-plasma-is-direct/,general_page,200,تحليل Resonance in Plasma (Direct) | فحص مباشر لتردد البلازما,719,
https://wareed.com.sa/hepatitis-b-virus-by-qualitative-pcr/,general_page,200,تحليل Hepatitis B Virus | PCR نوعي لاكتشاف فيروس التهاب الكبد B,734,
https://wareed.com.sa/hepatitis-b-virus-by-quantitative-pcr/,general_page,200,تحليل Hepatitis B Virus | PCR كمّي لقياس كمية فيروس التهاب الكبد B,799,
https://wareed.com.sa/toxoplasma-igm-antibodies/,general_page,200,تحليل Toxoplasma IgM Antibodies | اكتشف الإصابة الحديثة بالتوكسوبلازما,867,
https://wareed.com.sa/toxoplasma-igg-antibodies/,general_page,200,تحليل Toxoplasma IgG Antibodies | اكتشف مناعتك ضد التوكسوبلازما,1218,
https://wareed.com.sa/rubella-igm/,general_page,200,تحليل Rubella IgM | الكشف المبكر عن الحصبة الألمانية,1716,
https://wareed.com.sa/hiv-combo/,general_page,200,تحليل HIV Combo – الكشف المبكر عن فيروس نقص المناعة البشري,822,
https://wareed.com.sa/antibodies-to-hepatitis-c-virus/,general_page,200,تحليل HCV antibodies – الكشف عن التهاب الكبد C بالأجسام المضادة,987,
https://wareed.com.sa/hepatitis-b-virus-surface-antigen/,general_page,200,تحليل HBsAg – كشف التهاب الكبد B,1489,
https://wareed.com.sa/cmvigm/,general_page,200,تحليل CMV IgM – كشف العدوى الحديثة بفيروس المضخم للخلايا,717,
https://wareed.com.sa/cmvigg/,general_page,200,تحليل CMV IgG – فحص المناعة ضد فيروس المضخم للخلايا,760,
https://wareed.com.sa/igm/,general_page,200,تحليل IgM – كشف العدوى الحديثة في الدم,2941,
https://wareed.com.sa/throat-swab-c-s/,general_page,200,تحليل Throat Swab C/S – ما هو الفحص؟ النتائج والاستخدامات الطبية,513,
https://wareed.com.sa/urethral-discharge-examination-c-s/,general_page,200,تحليل Urethral Discharge Examination C/S – تشخيص العدوى البولية والجنسية,657,
https://wareed.com.sa/leishmaniasis-smear/,general_page,200,تحليل Leishmaniasis Smear – تشخيص داء الليشمانيا بدقة,441,
https://wareed.com.sa/total-immunoglobulin-a-iga/,general_page,200,تحليل الجلوبولين المناعي الكلي A (IgA) – ما هو؟,1068,
https://wareed.com.sa/pregnancy-test/,test_page,200,تحليل الحمل – اختبار الحمل المنزلي والمخبري بدقة عالية,453,
https://wareed.com.sa/fungal-examination/,general_page,200,تحليل Fungal Examination: ما هو؟ طريقة الفحص ودلالات النتائج,292,
https://wareed.com.sa/urine-culture/,general_page,200,تحليل Urine Culture: الأهمية، طريقة الفحص، وقراءة النتائج,316,
https://wareed.com.sa/stool-culture/,general_page,200,تحليل Stool Culture: كيفية الفحص، التحضير، تفسير النتائج للكشف عن العدوى البكتيرية,329,
https://wareed.com.sa/semen-culture/,general_page,200,تحليل Semen Culture: الأهمية، الإجراءات، النتائج والتفسير,1110,
https://wareed.com.sa/blood-culture/,general_page,200,تحليل Blood Culture | فحص مزرعة الدم للكشف عن العدوى البكتيرية بدقة عالية,390,
https://wareed.com.sa/hpsa/,general_page,200,تحليل HPSA – فحص البروتين المرتبط بالغدة البروستاتية للكشف المبكر,323,
https://wareed.com.sa/widal-test/,test_page,200,تحليل Widal – فحص دم للكشف عن الحمى التيفوئيدية,321,
https://wareed.com.sa/urine-analysis/,test_page,200,تحليل البول – Urine Analysis للكشف عن صحة الكلى والجهاز البولي,202,
https://wareed.com.sa/sickle-cell-solubility-test/,test_page,200,فحص الخلايا المنجلية – للكشف عن مرض فقر الدم المنجلي,346,
https://wareed.com.sa/ptt/,general_page,200,تحليل PTT – فحص وقت التخثر الجزئي للكشف عن اضطرابات الدم,555,
https://wareed.com.sa/malaria-blood-smear/,general_page,200,تحليل الملاريا Malaria Blood Smear – فحص شرائح الدم للكشف عن الملاريا بدقة,617,
https://wareed.com.sa/esr/,general_page,200,تحليل ESR – معدل ترسيب كريات الدم الحمراء,407,
https://wareed.com.sa/ubt/,general_page,200,تحليل جرثومة المعدة بالتنفس UBT | مختبرات وريد الطبية,2052,
https://wareed.com.sa/tb-gold/,general_page,200,فحص TB Gold | تحليل الدرن بدقة عالية من خلال فحص الدم,1108,
https://wareed.com.sa/microbiome-analysis/,test_page,200,تحليل المايكروبيوم | فحص بكتيريا الأمعاء بتقنية DNA Sequencing,909,
https://wareed.com.sa/sibo-test/,test_page,200,تحليل السيبو (SIBO) – تشخيص دقيق لمشاكل الأمعاء,1088,
https://wareed.com.sa/influenza-a-b-pcr/,general_page,200,تحليل الإنفلونزا الموسمية A وB بتقنية PCR | فحص دقيق وسريع,1694,
https://wareed.com.sa/hemoglobin-level/,general_page,200,تحليل Hemoglobin Level – فحص الهيموغلوبين للكشف عن فقر الدم وصحة الدم,678,
https://wareed.com.sa/,general_page,200,مجموعة مختبرات وريد الطبية | تحاليل دقيقة وخدمة منزلية موثوقة,798,
https://wareed.com.sa/privacy-policy/,low_priority,200,Privacy Policy -,4146,
https://wareed.com.sa/self-collection-tests/,test_page,200,التحاليل الذاتية في المنزل: احجز باقتك وأرسل العينة للمعمل,0,
https://wareed.com.sa/bolg/,general_page,200,مدونة مختبرات وريد الطبية | مقالات طبية وتحاليل مخبرية موثوقة,41,
https://wareed.com.sa/any-test-27/,test_page,200,any test 27 -,1377,
https://wareed.com.sa/tuwaiq/,general_page,200,باقة طويق - تحاليل طبية وعرض بمناسبة يوم التأسيس مع فرصة للفوز بالذهب,1508,
https://wareed.com.sa/deraiyah/,general_page,200,باقة الدرعية - تحاليل طبية شاملة,1955,
https://wareed.com.sa/lab/specializedpackages/,package_page,200,الباقات المتخصصة – فحوص مخبرية دقيقة لكل احتياجاتك الصحية,149,
https://wareed.com.sa/lab,general_page,200,التحاليل المخبرية دقيقة في مختبرات وريد الطبية | نتائج موثوقة وسريعة,704,
https://wareed.com.sa/medical-test-calculator/,test_page,200,حاسبة التحاليل الطبية | مختبرات وريد الطبية,3291,
https://wareed.com.sa/amjad/,general_page,200,باقة الذهب الشاملة – 63 تحليل + 3 مجانية | فرص للفوز بسبيكة ذهب,2872,
https://wareed.com.sa/careers-page/,general_page,200,الوظائف الشاغرة في مختبرات وريد الطبية | انضم إلى فريقنا,150,
https://wareed.com.sa/refund-policy/,low_priority,200,Refund Policy -,2103,
https://wareed.com.sa/dnaprofile/,general_page,200,الباقات الجينية | تحليل لمرة واحدة لاكتشاف صحتك الوراثية وخطط حياتك,180,
https://wareed.com.sa/ramadan-nights-package/,package_page,200,باقة ليالي رمضان الشاملة | فحوصات صحية بسعر مميز,1618,
https://wareed.com.sa/our-branches/,branch_page,200,فروع مختبرات وريد الطبية | أكثر من 50 فرع لخدمتك بجميع أنحاء المملكة,143,
https://wareed.com.sa/wareed-offers/,general_page,200,احجز تحاليلك مع عروض مختبرات وريد الطبيّة | فحوصات دقيقة بأسعار مخفضة,0,
https://wareed.com.sa/lab/,general_page,200,التحاليل المخبرية دقيقة في مختبرات وريد الطبية | نتائج موثوقة وسريعة,704,
https://wareed.com.sa/terms-and-conditions/,low_priority,200,Terms and Conditions -,3924,
https://wareed.com.sa/about-us/,general_page,200,شركة وريد الصحية - من نحن,1947,
https://wareed.com.sa/any-test-17/,test_page,200,اختر أي تحليل بـ 17 ريال – عرض تحاليل يوم التأسيس,1024,
https://wareed.com.sa/faqs/,faq_page,200,أسئلة شائعة مختبرات وريد | أهم الاستفسارات عن التحاليل والخدمات والفروع,126,
https://wareed.com.sa/lab-specializedpackages/,package_page,200,الباقات المتخصصة – فحوص مخبرية دقيقة لكل احتياجاتك الصحية,149,
https://wareed.com.sa/topsellingtest/,test_page,200,التحاليل الأكثر مبيعًا في مختبرات وريد الطبية | دقة وسرعة في النتائج,0,
https://wareed.com.sa/contact-us/,general_page,200,مختبرات وريد الطبية - اتصل بنا,709,
https://wareed.com.sa/news/,low_priority,200,آخر أخبار مختبرات وريد الطبية,211,
https://wareed.com.sa/alaa/,general_page,200,باقة العلا | فحص طبي شامل بـ 46 تحليل للاطمئنان على صحتك,1661,
https://wareed.com.sa/ramadan-daytime-package/,package_page,200,باقة نهار رمضان الشاملة | فحوصات متكاملة بـ 199 ريال,2170,
https://wareed.com.sa/najd/,general_page,200,باقة تحاليل شاملة أكثر من 55 تحليل + 3 تحاليل مجانية وفرص فوز بسبائك ذهب,1171,
https://wareed.com.sa/free-tests/,test_page,200,افحص مجانًا مع مختبرات وريد - حملة المليون مستفيد,1469,
https://wareed.com.sa/medical-testing-services/,test_page,200,التحاليل الطبية للشركات والموظفين والطلاب,1848,
